# 2025-04-23 15:28:30
# dummytext
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
44.47923045232163;1.059269;0.858902;0;0;0;0;0;0
44.55922353977923;1.094248;0.786962;0;0;0;0;0;0
44.679201734818996;1.152561;0.682108;0;0;0;0;0;0
44.759195004192115;1.195249;0.614457;0;0;0;0;0;0
44.87917369200791;1.264808;0.5167;0;0;0;0;0;0
44.95916605940631;1.314747;0.454211;0;0;0;0;0;0
45.039158705830836;1.367618;0.394182;0;0;0;0;0;0
45.1591353461947;1.452086;0.308979;0;0;0;0;0;0
45.23912654823593;1.511634;0.255569;0;0;0;0;0;0
45.35909986227701;1.605895;0.18135;0;0;0;0;0;0
45.43909238810912;1.671525;0.135617;0;0;0;0;0;0
45.5190867921634;1.739123;0.092843;0;0;0;0;0;0
45.63906614424116;1.843793;0.034198;0;0;0;0;0;0
45.7190605026985;1.915542;-0.001174;0;0;0;0;0;0
45.79905505173779;1.988692;-0.03355;0;0;0;0;0;0
45.91903661962636;2.10072;-0.076507;0;0;0;0;0;0
45.999031849396644;2.176735;-0.101426;0;0;0;0;0;0
46.0790291783083;2.253543;-0.123789;0;0;0;0;0;0
46.19902142566204;2.369839;-0.153342;0;0;0;0;0;0
46.27901976816987;2.447889;-0.17089;0;0;0;0;0;0
46.399016641799975;2.565505;-0.194675;0;0;0;0;0;0
46.47901573285731;2.644244;-0.208818;0;0;0;0;0;0
46.55901541116916;2.723193;-0.221741;0;0;0;0;0;0
46.679014719288;2.841811;-0.239896;0;0;0;0;0;0
46.759014895350305;2.920972;-0.251453;0;0;0;0;0;0
46.87901489155864;3.039839;-0.267904;0;0;0;0;0;0
46.959015123439556;3.119113;-0.278659;0;0;0;0;0;0
47.03901476059498;3.198396;-0.289343;0;0;0;0;0;0
47.15901479030331;3.317299;-0.305532;0;0;0;0;0;0
47.23901422075753;3.396527;-0.316615;0;0;0;0;0;0
47.35901477878957;3.515329;-0.333533;0;0;0;0;0;0
47.43901419136866;3.594492;-0.345071;0;0;0;0;0;0
47.519014940896405;3.673621;-0.356849;0;0;0;0;0;0
47.599014256318476;3.752733;-0.368731;0;0;0;0;0;0
47.71901415268926;3.87136;-0.386831;0;0;0;0;0;0
47.7990140180454;3.950396;-0.399212;0;0;0;0;0;0
47.919014003712064;4.068904;-0.418076;0;0;0;0;0;0
47.99901455259143;4.147918;-0.430601;0;0;0;0;0;0
48.079014586697674;4.226917;-0.443217;0;0;0;0;0;0
48.19901370864863;4.345404;-0.462207;0;0;0;0;0;0
48.27901380567982;4.424349;-0.475157;0;0;0;0;0;0
48.39901368736726;4.54263;-0.495395;0;0;0;0;0;0
48.47901372899225;4.621428;-0.509211;0;0;0;0;0;0
48.55901395391693;4.70021;-0.523119;0;0;0;0;0;0
48.679013995050255;4.818334;-0.544255;0;0;0;0;0;0
48.7590137933625;4.897073;-0.558402;0;0;0;0;0;0
48.879013596004;5.01517;-0.579687;0;0;0;0;0;0
48.95901331488476;5.093884;-0.593972;0;0;0;0;0;0
49.03901321073469;5.17259;-0.608302;0;0;0;0;0;0
49.119013740164185;5.251293;-0.622652;0;0;0;0;0;0
49.239013998805575;5.369336;-0.644237;0;0;0;0;0;0
49.31901353465423;5.448046;-0.658543;0;0;0;0;0;0
49.4390135255084;5.566132;-0.67989;0;0;0;0;0;0
49.51901318772019;5.644855;-0.694125;0;0;0;0;0;0
49.59901384554249;5.723581;-0.708349;0;0;0;0;0;0
49.71901348858362;5.84168;-0.729622;0;0;0;0;0;0
49.79901348884612;5.920399;-0.743881;0;0;0;0;0;0
49.91901324185003;6.038459;-0.76537;0;0;0;0;0;0
49.99901358270556;6.117168;-0.779686;0;0;0;0;0;0
50.079013029784896;6.195875;-0.794008;0;0;0;0;0;0
50.199013431305055;6.313926;-0.81555;0;0;0;0;0;0
50.27901296715371;6.392636;-0.829856;0;0;0;0;0;0
50.39901283863698;6.510652;-0.851586;0;0;0;0;0;0
50.47901336954147;6.589324;-0.866105;0;0;0;0;0;0
50.55901294999037;6.668018;-0.880499;0;0;0;0;0;0
50.63901365726849;6.746735;-0.894773;0;0;0;0;0;0
50.75901328533458;6.864855;-0.915929;0;0;0;0;0;0
50.839013220840805;6.943639;-0.929824;0;0;0;0;0;0
50.9590133163616;7.061853;-0.950451;0;0;0;0;0;0
51.03901320827403;7.140644;-0.964306;0;0;0;0;0;0
51.11901349457977;7.219379;-0.978478;0;0;0;0;0;0
51.23901279954859;7.337446;-0.999926;0;0;0;0;0;0
51.31901241290391;7.416202;-1.013977;0;0;0;0;0;0
51.43901187492354;7.534553;-1.033799;0;0;0;0;0;0
51.51901035661538;7.613661;-1.045702;0;0;0;0;0;0
51.59900961109316;7.692967;-1.056211;0;0;0;0;0;0
51.71900290803928;7.812291;-1.068867;0;0;0;0;0;0
51.798999761558655;7.892089;-1.074504;0;0;0;0;0;0
51.91898818902147;8.01201;-1.078526;0;0;0;0;0;0
51.998983770855716;8.092002;-1.077769;0;0;0;0;0;0
52.07897812765668;8.17191;-1.074053;0;0;0;0;0;0
52.198954456109426;8.291268;-1.061888;0;0;0;0;0;0
52.278947228314166;8.37027;-1.049337;0;0;0;0;0;0
52.35893975027716;8.448613;-1.033176;0;0;0;0;0;0
52.478914963625584;8.56448;-1.002049;0;0;0;0;0;0
52.558909201830595;8.640469;-0.977054;0;0;0;0;0;0
52.63890301072228;8.715339;-0.948885;0;0;0;0;0;0
52.75887650487828;8.825059;-0.900355;0;0;0;0;0;0
52.83887048527681;8.896189;-0.863755;0;0;0;0;0;0
52.958844666832675;8.999477;-0.802719;0;0;0;0;0;0
53.03883783704739;9.065893;-0.758134;0;0;0;0;0;0
53.11882940713449;9.130067;-0.710381;0;0;0;0;0;0
53.23880561258374;9.22186;-0.633126;0;0;0;0;0;0
53.31879862743504;9.280017;-0.578202;0;0;0;0;0;0
53.43877840633548;9.362493;-0.491065;0;0;0;0;0;0
53.51877032505856;9.414203;-0.430034;0;0;0;0;0;0
53.598761379214636;9.462755;-0.366463;0;0;0;0;0;0
53.71873197214474;9.529227;-0.266591;0;0;0;0;0;0
53.79872458252845;9.569447;-0.197445;0;0;0;0;0;0
53.87871755150073;9.606429;-0.126514;0;0;0;0;0;0
53.99869315680864;9.655599;-0.017077;0;0;0;0;0;0
54.07868566608295;9.684097;0.057667;0;0;0;0;0;0
54.15868029730905;9.70929;0.133591;0;0;0;0;0;0
54.2786668008209;9.741865;0.249071;0;0;0;0;0;0
54.35866407873084;9.760473;0.326874;0;0;0;0;0;0
54.478660076739104;9.785046;0.444327;0;0;0;0;0;0
54.55865892821211;9.799572;0.522996;0;0;0;0;0;0
54.63865850976727;9.812832;0.601889;0;0;0;0;0;0
54.75865798898697;9.831254;0.720466;0;0;0;0;0;0
54.838657643892475;9.843038;0.799593;0;0;0;0;0;0
54.95865692996119;9.859954;0.918394;0;0;0;0;0;0
55.03865758036479;9.870873;0.997646;0;0;0;0;0;0
55.118657454895946;9.882002;1.076868;0;0;0;0;0;0
55.238657157499745;9.898787;1.195688;0;0;0;0;0;0
55.31865696306201;9.910134;1.274879;0;0;0;0;0;0
55.398657470441655;9.921659;1.354045;0;0;0;0;0;0
55.51865727511233;9.939199;1.472756;0;0;0;0;0;0
55.59865726714358;9.950992;1.551882;0;0;0;0;0;0
55.67865664766618;9.96302;1.630972;0;0;0;0;0;0
55.79865674102031;9.981446;1.749549;0;0;0;0;0;0
55.87865708817581;9.993734;1.8286;0;0;0;0;0;0
55.9986573126131;10.012193;1.947172;0;0;0;0;0;0
56.078657273669336;10.024581;2.026207;0;0;0;0;0;0
56.15865722707557;10.03686;2.105259;0;0;0;0;0;0
56.27865703192958;10.055374;2.223822;0;0;0;0;0;0
56.358657308979105;10.067872;2.30284;0;0;0;0;0;0
56.478656531630755;10.086363;2.421406;0;0;0;0;0;0
56.55865666971189;10.098701;2.500449;0;0;0;0;0;0
56.6386568637929;10.111424;2.579431;0;0;0;0;0;0
56.758656260608056;10.130768;2.697861;0;0;0;0;0;0
56.83865659903234;10.14364;2.776819;0;0;0;0;0;0
56.95865651944898;10.16317;2.895219;0;0;0;0;0;0
57.038656503605225;10.176101;2.974167;0;0;0;0;0;0
57.11865650303022;10.189093;3.053105;0;0;0;0;0;0
57.19865617494205;10.202258;3.132014;0;0;0;0;0;0
57.31865693575631;10.222272;3.250334;0;0;0;0;0;0
57.39865609981444;10.235577;3.329219;0;0;0;0;0;0
57.51865634163503;10.255858;3.447493;0;0;0;0;0;0
57.59865691141425;10.269447;3.526331;0;0;0;0;0;0
57.67865680654543;10.282933;3.605186;0;0;0;0;0;0
57.79865632144862;10.303297;3.723445;0;0;0;0;0;0
57.87865638985484;10.317056;3.802253;0;0;0;0;0;0
57.998656041475165;10.337473;3.920503;0;0;0;0;0;0
58.07865610468764;10.351088;3.999336;0;0;0;0;0;0
58.15865599771882;10.364702;4.078169;0;0;0;0;0;0
58.27865636032244;10.384855;4.196465;0;0;0;0;0;0
58.35865677078388;10.39812;4.275358;0;0;0;0;0;0
58.478656546587835;10.418057;4.39369;0;0;0;0;0;0
58.558656418787734;10.431133;4.472614;0;0;0;0;0;0
58.638656029911786;10.444025;4.551568;0;0;0;0;0;0
58.71865643514201;10.456879;4.630529;0;0;0;0;0;0
58.83865568891052;10.475988;4.748997;0;0;0;0;0;0
58.91865617890902;10.4885;4.828013;0;0;0;0;0;0
59.03865562011605;10.507417;4.946512;0;0;0;0;0;0
59.11865616542669;10.520136;5.025495;0;0;0;0;0;0
59.1986562851891;10.532815;5.104484;0;0;0;0;0;0
59.31865573520867;10.551888;5.222958;0;0;0;0;0;0
59.398655449720664;10.564799;5.301909;0;0;0;0;0;0
59.51865585842413;10.584332;5.420309;0;0;0;0;0;0
59.59865623998572;10.597393;5.499236;0;0;0;0;0;0
59.67865564776478;10.610646;5.57813;0;0;0;0;0;0
59.79865606691821;10.630575;5.696464;0;0;0;0;0;0
59.87865596109939;10.64402;5.775326;0;0;0;0;0;0
59.99865595840356;10.664543;5.893558;0;0;0;0;0;0
60.07865607386598;10.678308;5.972365;0;0;0;0;0;0
60.158655752527835;10.692139;6.05116;0;0;0;0;0;0
60.23865515983814;10.706172;6.129919;0;0;0;0;0;0
60.358655615808104;10.72726;6.248052;0;0;0;0;0;0
60.43865562863935;10.741053;6.326854;0;0;0;0;0;0
60.55865553246015;10.761332;6.445128;0;0;0;0;0;0
60.638655900109306;10.774662;6.52401;0;0;0;0;0;0
60.718655574271146;10.787791;6.602925;0;0;0;0;0;0
60.838655765354325;10.807359;6.721319;0;0;0;0;0;0
60.91865534425946;10.820214;6.800279;0;0;0;0;0;0
61.0386550368799;10.839437;6.918729;0;0;0;0;0;0
61.11865494634235;10.852152;6.997712;0;0;0;0;0;0
61.198655373747464;10.864808;7.076705;0;0;0;0;0;0
61.3186548087003;10.88375;7.1952;0;0;0;0;0;0
61.398654887950265;10.896272;7.274214;0;0;0;0;0;0
61.51865575115549;10.915273;7.392701;0;0;0;0;0;0
61.598654920213676;10.927946;7.47169;0;0;0;0;0;0
61.67865484521364;10.94063;7.550678;0;0;0;0;0;0
61.79865500954686;10.959942;7.669114;0;0;0;0;0;0
