x_position,y_position,yaw,speed
12.572662, 17.298887, 1.413161, 4.000000
12.572662, 17.298887, 1.413161, 4.000000
12.579095, 17.338366, 1.412933, 4.000000
12.579095, 17.338366, 1.412933, 4.000000
12.579095, 17.338366, 1.412933, 4.000000
12.585536, 17.377844, 1.412452, 4.000000
12.585536, 17.377844, 1.412452, 4.000000
12.592011, 17.417317, 1.411482, 4.000000
12.592011, 17.417317, 1.411482, 4.000000
12.592011, 17.417317, 1.411482, 4.000000
12.598497, 17.456787, 1.410443, 4.000000
12.598497, 17.456787, 1.410443, 4.000000
12.605023, 17.496251, 1.409057, 4.000000
12.605023, 17.496251, 1.409057, 4.000000
12.605023, 17.496251, 1.409057, 4.000000
12.611539, 17.535717, 1.408024, 4.000000
12.611539, 17.535717, 1.408024, 4.000000
12.618002, 17.575191, 1.407837, 4.000000
12.618002, 17.575191, 1.407837, 4.000000
12.618002, 17.575191, 1.407837, 4.000000
12.624443, 17.614669, 1.407994, 4.000000
12.624443, 17.614669, 1.407994, 4.000000
12.630838, 17.654155, 1.408710, 4.000000
12.630838, 17.654155, 1.408710, 4.000000
12.630838, 17.654155, 1.408710, 4.000000
12.637241, 17.693639, 1.409235, 4.000000
12.637241, 17.693639, 1.409235, 4.000000
12.643698, 17.733115, 1.409040, 4.000000
12.643698, 17.733115, 1.409040, 4.000000
12.643698, 17.733115, 1.409040, 4.000000
12.650178, 17.772586, 1.408596, 4.000000
12.650178, 17.772586, 1.408596, 4.000000
12.656706, 17.812050, 1.407666, 4.000000
12.656706, 17.812050, 1.407666, 4.000000
12.656706, 17.812050, 1.407666, 4.000000
12.663257, 17.851510, 1.406667, 4.000000
12.663257, 17.851510, 1.406667, 4.000000
12.669858, 17.890961, 1.405320, 4.000000
12.669858, 17.890961, 1.405320, 4.000000
12.669858, 17.890961, 1.405320, 4.000000
12.676459, 17.930413, 1.404324, 4.000000
12.676459, 17.930413, 1.404324, 4.000000
12.683013, 17.969872, 1.404170, 4.000000
12.683013, 17.969872, 1.404170, 4.000000
12.683013, 17.969872, 1.404170, 4.000000
12.689578, 18.009330, 1.404042, 4.000000
12.689578, 18.009330, 1.404042, 4.000000
12.696203, 18.048777, 1.403360, 4.000000
12.696203, 18.048777, 1.403360, 4.000000
12.696203, 18.048777, 1.403360, 4.000000
12.702833, 18.088224, 1.402871, 4.000000
12.702833, 18.088224, 1.402871, 4.000000
12.709419, 18.127678, 1.403101, 4.000000
12.709419, 18.127678, 1.403101, 4.000000
12.709419, 18.127678, 1.403101, 4.000000
12.716018, 18.167130, 1.403264, 4.000000
12.716018, 18.167130, 1.403264, 4.000000
12.722675, 18.206572, 1.402800, 4.000000
12.722675, 18.206572, 1.402800, 4.000000
12.722675, 18.206572, 1.402800, 4.000000
12.729336, 18.246014, 1.402474, 4.000000
12.729336, 18.246014, 1.402474, 4.000000
